Laser Power (dBm),Length of Segment 1 (km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
-9,0,5.7534,,0,250,112,0.16,0.158
-8,0,6.5405,,0,250,112,0.16,0.158
-7,0,7.159,,0,250,112,0.16,0.158
-6,0,7.3745,,0,250,112,0.16,0.158
-5,0,7.282,,0,250,112,0.16,0.158
-4,0,6.2783,,0,250,112,0.16,0.158
-3,0,6.1361,,0,250,112,0.16,0.158
-2,0,5.2814,,0,250,112,0.16,0.158
-1,0,2.7167,,0,250,112,0.16,0.15
0,0,0.5484600000000001,,0,250,112,0.16,0.158
1,0,-0.48351000000000005,,0,250,112,0.16,0.158
2,0,-2.7094,,0,250,112,0.16,0.158
-9,2,5.7709,,0,250,112,0.16,0.158
-8,2,6.5213,,0,250,112,0.16,0.158
-7,2,7.0933,,0,250,112,0.16,0.158
-6,2,7.5391,,0,250,112,0.16,0.158
-5,2,7.4727,,0,250,112,0.16,0.158
-4,2,7.1947,,0,250,112,0.16,0.158
-3,2,6.606,,0,250,112,0.16,0.158
-2,2,5.2915,,0,250,112,0.16,0.158
-1,2,3.513,,0,250,112,0.16,0.158
0,2,1.5136,,0,250,112,0.16,0.158
1,2,0.68488,20.0,0,250,112,0.16,0.158
2,2,-2.9582,,0,250,112,0.16,0.158
-9,4,5.7459,,0,250,112,0.16,0.158
-8,4,6.4625,,0,250,112,0.16,0.158
-7,4,7.0153,,0,250,112,0.16,0.158
-6,4,7.4491,20.0,0,250,112,0.16,0.158
-5,4,7.5551,,0,250,112,0.16,0.158
-4,4,7.4258,,0,250,112,0.16,0.158
-3,4,6.7185,,0,250,112,0.16,0.158
-2,4,5.4843,20.0,0,250,112,0.16,0.158
-1,4,3.4674,20.0,0,250,112,0.16,0.158
0,4,2.6832,,0,250,112,0.16,0.158
1,4,0.4231,20.0,0,250,112,0.16,0.158
2,4,-2.0947,,0,250,112,0.16,0.158
-9,6,5.662000000000001,,0,250,112,0.16,0.158
-8,6,6.3295,,0,250,112,0.16,0.158
-7,6,6.9704,20.0,0,250,112,0.16,0.158
-6,6,7.3576,,0,250,112,0.16,0.158
-5,6,7.511,,0,250,112,0.16,0.158
-4,6,7.4132,,0,250,112,0.16,0.158
-3,6,7.0286,20.0,0,250,112,0.16,0.158
-2,6,6.1793,,0,250,112,0.16,0.158
-1,6,5.1205,,0,250,112,0.16,0.158
0,6,2.5109,,0,250,112,0.16,0.158
1,6,1.6645,,0,250,112,0.16,0.158
2,6,0.26537,,0,250,112,0.16,0.158
-9,8,5.5698,,0,250,112,0.16,0.158
-8,8,6.2294,20.0,0,250,112,0.16,0.158
-7,8,6.8235,,0,250,112,0.16,0.158
-6,8,7.1429,,0,250,112,0.16,0.158
-5,8,7.4212,,0,250,112,0.16,0.158
-4,8,7.3994,20.0,0,250,112,0.16,0.158
-3,8,6.9899,,0,250,112,0.16,0.158
-2,8,6.4647,20.0,0,250,112,0.16,0.158
-1,8,5.593999999999999,,0,250,112,0.16,0.158
0,8,2.0474,,0,250,112,0.16,0.158
1,8,1.4931,,0,250,112,0.16,0.158
2,8,0.22548,,0,250,112,0.16,0.158
-9,10,5.462999999999999,,0,250,112,0.16,0.158
-8,10,6.051,,0,250,112,0.16,0.158
-7,10,6.6362,,0,250,112,0.16,0.158
-6,10,7.0248,,0,250,112,0.16,0.158
-5,10,7.3711,,0,250,112,0.16,0.158
-4,10,7.481,,0,250,112,0.16,0.158
-3,10,7.1329,,0,250,112,0.16,0.158
-2,10,6.6092,,0,250,112,0.16,0.158
-1,10,6.0903,20.0,0,250,112,0.16,0.158
0,10,4.0929,20.0,0,250,112,0.16,0.158
1,10,1.8751,20.0,0,250,112,0.16,0.158
2,10,0.52717,,0,250,112,0.16,0.158
-9,12,5.4376,,0,250,112,0.16,0.158
-8,12,6.0709,,0,250,112,0.16,0.158
-7,12,6.4565,,0,250,112,0.16,0.158
-6,12,6.9119,,0,250,112,0.16,0.158
-5,12,7.2532,,0,250,112,0.16,0.158
-4,12,7.4739,20.0,0,250,112,0.16,0.158
-3,12,7.2301,20.0,0,250,112,0.16,0.158
-2,12,6.8209,,0,250,112,0.16,0.158
-1,12,5.2224,20.0,0,250,112,0.16,0.158
0,12,4.6342,,0,250,112,0.16,0.158
1,12,3.2801,,0,250,112,0.16,0.158
2,12,0.92884,,0,250,112,0.16,0.158
-9,14,5.3558,,0,250,112,0.16,0.158
-8,14,5.8596,,0,250,112,0.16,0.158
-7,14,6.332999999999999,,0,250,112,0.16,0.158
-6,14,6.778,20.0,0,250,112,0.16,0.158
-5,14,7.1259,20.0,0,250,112,0.16,0.158
-4,14,7.3487,,0,250,112,0.16,0.158
-3,14,7.2554,20.0,0,250,112,0.16,0.158
-2,14,6.952000000000001,20.0,0,250,112,0.16,0.158
-1,14,5.9,20.0,0,250,112,0.16,0.158
0,14,4.7963,,0,250,112,0.16,0.158
1,14,4.3512,,0,250,112,0.16,0.158
2,14,1.0722,20.0,0,250,112,0.16,0.158
-9,16,5.3068,,0,250,112,0.16,0.158
-8,16,5.7125,20.0,0,250,112,0.16,0.158
-7,16,6.2527,,0,250,112,0.16,0.158
-6,16,6.697,,0,250,112,0.16,0.158
-5,16,7.0419,20.0,0,250,112,0.16,0.158
-4,16,7.1845,,0,250,112,0.16,0.158
-3,16,7.341,,0,250,112,0.16,0.158
-2,16,6.9065,,0,250,112,0.16,0.158
-1,16,6.1203,20.0,0,250,112,0.16,0.158
0,16,5.4875,,0,250,112,0.16,0.158
1,16,4.4116,20.0,0,250,112,0.16,0.158
2,16,2.3341,20.0,0,250,112,0.16,0.158
-9,18,5.2001,,0,250,112,0.16,0.158
-8,18,5.675,20.0,0,250,112,0.16,0.158
-7,18,6.146,20.0,0,250,112,0.16,0.158
-6,18,6.4093,20.0,0,250,112,0.16,0.158
-5,18,6.8664,,0,250,112,0.16,0.158
-4,18,7.2248,,0,250,112,0.16,0.158
-3,18,7.2522,,0,250,112,0.16,0.158
-2,18,7.2134,20.0,0,250,112,0.16,0.158
-1,18,6.7746,20.0,0,250,112,0.16,0.158
0,18,5.6261,20.0,0,250,112,0.16,0.158
1,18,4.258,,0,250,112,0.16,0.158
2,18,3.3235,20.0,0,250,112,0.16,0.158
-9,20,5.0955,,0,250,112,0.16,0.158
-8,20,5.5004,20.0,0,250,112,0.16,0.158
-7,20,5.8238,20.0,0,250,112,0.16,0.158
-6,20,6.3767,20.0,0,250,112,0.16,0.158
-5,20,6.6937,,0,250,112,0.16,0.158
-4,20,7.0238,20.0,0,250,112,0.16,0.158
-3,20,7.2416,20.0,0,250,112,0.16,0.158
-2,20,7.2501,20.0,0,250,112,0.16,0.158
-1,20,6.9192,20.0,0,250,112,0.16,0.158
0,20,6.4291,,0,250,112,0.16,0.158
1,20,5.1962,,0,250,112,0.16,0.158
2,20,3.4521,,0,250,112,0.16,0.158
